Year,Location,Plot_Length,Alley_Length,Row_Spacing,Rows_Per_Plot,Seed_Per_Plot,Experiment,Genotype,Rep,Block,Plot,Sample_ID,Date_Planted,Date_Harvested,Stand_Count,Root_Lodging,Stalk_Lodging,Grain_Moisture,Test_Weight,Plot_Weight,Yield,Decade
2023,Waseca,22,36,30,2,40,Era Hybrids,LH227 x LH295,10,13,210010,ERA23:210010,6/1/23,11/9/23,41,0,0,23.3,52.06190495,7.84,50.32246154,2000
2023,Waseca,22,36,30,2,40,Era Hybrids,W64A x Oh43,10,2,210011,ERA23:210011,6/1/23,11/9/23,50,0,0,22.1,56.73823108,9.78,63.75683686,1950
2023,Waseca,22,36,30,2,40,Era Hybrids,B73 x Mo17,10,7,210012,ERA23:210012,6/1/23,11/9/23,56,0,0,25.6,51.22182903,5.22,32.50078783,1970
2023,Waseca,22,36,30,2,40,Era Hybrids,A632 x W153R,10,4,210013,ERA23:210013,6/1/23,11/9/23,41,0,0,22.1,56.93380153,12.28,80.05459679,1960
2023,Waseca,22,36,30,2,40,Era Hybrids,A632 x W64A,10,6,210014,ERA23:210014,6/1/23,11/9/23,60,5,0,19.8,52.72307337,7.56,50.7395503,1970
2023,Waseca,22,36,30,2,40,Era Hybrids,LH146Ht x LH82,10,12,210015,ERA23:210015,6/1/23,11/9/23,57,0,0,20.4,56.61229424,12.61,83.99986813,1990
2023,Waseca,22,36,30,2,40,Era Hybrids,W64A x Oh43,11,2,211001,ERA23:211001,6/8/23,11/9/23,66,0,0,24,53.75056366,7.67,48.78197802,1950
2023,Waseca,22,36,30,2,40,Era Hybrids,A632 x W64A,11,6,211002,ERA23:211002,6/8/23,11/9/23,67,0,0,28.8,49.69646726,7.57,45.10516991,1970
2023,Waseca,22,36,30,2,40,Era Hybrids,A632 x W153R,11,4,211003,ERA23:211003,6/8/23,11/9/23,55,0,0,27.7,54.34569417,12.41,75.08626965,1960
2023,Waseca,22,36,30,2,40,Era Hybrids,LH227 x LH295,11,13,211004,ERA23:211004,6/8/23,11/9/23,61,0,0,27,49.19938507,13.68,83.57173288,2000
2023,Waseca,22,36,30,2,40,Era Hybrids,PHRE1 x PHP02,11,11,211005,ERA23:211005,6/8/23,11/9/23,76,0,0,26.5,52.51654046,19.33,118.8966568,1990
2023,Waseca,22,36,30,2,40,Era Hybrids,PHG29 x PHG47,11,8,211006,ERA23:211006,6/8/23,11/9/23,65,12,0,28.2,46.52638435,3.63,21.81129839,1980
2023,Waseca,22,36,30,2,40,Era Hybrids,B73 x Mo17,11,7,211007,ERA23:211007,6/8/23,11/9/23,56,12,0,29.6,44.31336882,2.44,14.37516822,1970
2023,Waseca,22,36,30,2,40,Era Hybrids,W64A x W117Ht,11,1,211008,ERA23:211008,6/8/23,11/9/23,66,0,0,28.4,49.26384438,10.89,65.25162806,1950
2023,Waseca,22,36,30,2,40,Era Hybrids,DKC50-87RIB x DKC50-87RIB,11,15,211009,ERA23:211009,6/8/23,11/9/23,78,0,0,28.7,48.01868331,13.01,77.62779966,2020
2023,Waseca,22,36,30,2,40,Era Hybrids,DKC49-72RIB x DKC49-72RIB,11,14,211010,ERA23:211010,6/8/23,11/9/23,70,0,0,28.5,50.53338598,18.64,111.5327473,2020
2023,Waseca,22,36,30,2,40,Era Hybrids,LH145 x LH38,11,9,211011,ERA23:211011,6/8/23,11/9/23,78,0,0,27.2,52.37052037,11.57,70.488,1980
2023,Waseca,22,36,30,2,40,Era Hybrids,LH74 x LH51,11,10,211012,ERA23:211012,6/8/23,11/9/23,57,0,0,29.9,46.55848246,7.39,43.35237616,1980
2023,Waseca,22,36,30,2,40,Era Hybrids,A635 x W64A,11,3,211013,ERA23:211013,6/8/23,11/9/23,68,0,0,29.2,48.88708625,9.22,54.62791547,1960
2023,Waseca,22,36,30,2,40,Era Hybrids,LH146Ht x LH82,11,12,211014,ERA23:211014,6/8/23,11/9/23,61,0,0,27.2,50.96837675,13.63,83.03815385,1990
2023,Waseca,22,36,30,2,40,Era Hybrids,A632 x A619,11,5,211015,ERA23:211015,6/8/23,11/9/23,81,7,0,31.3,50.14312209,15.28,87.8477295,1970
2023,Waseca,22,36,30,2,40,Era Hybrids,A632 x W64A,12,6,212001,ERA23:212001,6/8/23,11/9/23,75,0,0,29.3,47.91528531,12.44,73.60210651,1970
2023,Waseca,22,36,30,2,40,Era Hybrids,LH74 x LH51,12,10,212002,ERA23:212002,6/8/23,11/9/23,64,6,0,28.8,46.92875081,6.32,37.65715638,1980
2023,Waseca,22,36,30,2,40,Era Hybrids,DKC50-87RIB x DKC50-87RIB,12,15,212003,ERA23:212003,6/8/23,11/9/23,69,0,0,29.8,46.99549032,7.59,44.58916484,2020
2023,Waseca,22,36,30,2,40,Era Hybrids,B73 x Mo17,12,7,212004,ERA23:212004,6/8/23,11/9/23,77,17,0,29.6,48.3075663,1.34,7.894559594,1970
2023,Waseca,22,36,30,2,40,Era Hybrids,PHG29 x PHG47,12,8,212005,ERA23:212005,6/8/23,11/9/23,66,0,0,30.3,46.33853148,11.46,66.84483347,1980
2023,Waseca,22,36,30,2,40,Era Hybrids,DKC49-72RIB x DKC49-72RIB,12,14,212006,ERA23:212006,6/8/23,11/9/23,70,0,0,31.1,47.29630046,18.25,105.2282967,2020
2023,Waseca,22,36,30,2,40,Era Hybrids,LH146Ht x LH82,12,12,212007,ERA23:212007,6/8/23,11/9/23,76,0,0,30.3,47.3886483,19.61,114.3828259,1990
2023,Waseca,22,36,30,2,40,Era Hybrids,A632 x W153R,12,4,212008,ERA23:212008,6/8/23,11/9/23,61,0,0,27.1,51.24752506,16.12,98.3429011,1960
2023,Waseca,22,36,30,2,40,Era Hybrids,W64A x W117Ht,12,1,212009,ERA23:212009,6/8/23,11/9/23,56,0,0,28.3,49.80565345,10.22,61.32259172,1950
2023,Waseca,22,36,30,2,40,Era Hybrids,A632 x A619,12,5,212010,ERA23:212010,6/8/23,11/9/23,70,0,0,28,49.63306034,7.14,43.02106509,1970
2023,Waseca,22,36,30,2,40,Era Hybrids,LH145 x LH38,12,9,212011,ERA23:212011,6/8/23,11/9/23,78,0,0,26.9,50.78499657,10.07,61.60235249,1980
2023,Waseca,22,36,30,2,40,Era Hybrids,LH227 x LH295,12,13,212012,ERA23:212012,6/8/23,11/9/23,61,0,0,29,49.86432458,14.42,85.67893491,2000
2023,Waseca,22,36,30,2,40,Era Hybrids,A635 x W64A,12,3,212013,ERA23:212013,6/8/23,11/9/23,71,11,0,27.8,49.46529071,10.2,61.62938292,1960
2023,Waseca,22,36,30,2,40,Era Hybrids,PHRE1 x PHP02,12,11,212014,ERA23:212014,6/8/23,11/9/23,74,6,0,29.5,46.6830161,21.49,126.7873669,1990
2023,Waseca,22,36,30,2,40,Era Hybrids,W64A x Oh43,12,2,212015,ERA23:212015,6/8/23,11/9/23,65,32,0,27.1,48.26248862,5.02,30.62539476,1950
