Sample_ID,Genotype,950,955,960,965,970,975,980,985,990,995,1000,1005,1010,1015,1020,1025,1030,1035,1040,1045,1050,1055,1060,1065,1070,1075,1080,1085,1090,1095,1100,1105,1110,1115,1120,1125,1130,1135,1140,1145,1150,1155,1160,1165,1170,1175,1180,1185,1190,1195,1200,1205,1210,1215,1220,1225,1230,1235,1240,1245,1250,1255,1260,1265,1270,1275,1280,1285,1290,1295,1300,1305,1310,1315,1320,1325,1330,1335,1340,1345,1350,1355,1360,1365,1370,1375,1380,1385,1390,1395,1400,1405,1410,1415,1420,1425,1430,1435,1440,1445,1450,1455,1460,1465,1470,1475,1480,1485,1490,1495,1500,1505,1510,1515,1520,1525,1530,1535,1540,1545,1550,1555,1560,1565,1570,1575,1580,1585,1590,1595,1600,1605,1610,1615,1620,1625,1630,1635,1640,1645,1650
YC22:1001,Mo47,7.55e-5,0.001349816,0.003545397,0.006603567,0.010409099,0.014494509,0.017953049,0.02029502,0.021498593,0.021886187,0.021746591,0.021091027,0.020163097,0.019116344,0.017786375,0.016269473,0.014720075000000001,0.013201603,0.011697662,0.01020012,0.008802631,0.007439958,0.006004063,0.004624116,0.003402815,0.002183643,8.71e-4,-7.77e-5,-8.22e-4,-0.001486621,-0.002098718,-0.002531981,-0.002482699,-0.002178945,-0.001299677,6.24e-4,0.004088269,0.009616403,0.01667963,0.024800722,0.033697232,0.042696589,0.051495467,0.059594999,0.066484205,0.072965043,0.079650414,0.086212614,0.091994193,0.096004549,0.098156121,0.098557333,0.097017988,0.093499029,0.088256442,0.082539379,0.07727122,0.072758467,0.06925022,0.066735036,0.064896029,0.063531966,0.062570141,0.061855466,0.060982546,0.059971823,0.058720895,0.057262335,0.056011663,0.055083474,0.054580241,0.054682912,0.055437805,0.057017124,0.059650587,0.063309916,0.068225097,0.074314467,0.081468028,0.089580209,0.098371078,0.107346729,0.11581688,0.123000009,0.129063283,0.134890296,0.141458029,0.149634497,0.160390962,0.174139462,0.191315191,0.212605244,0.23700484,0.262806395,0.288243024,0.31159684,0.331042723,0.3453819,0.35528015,0.361766242,0.365680057,0.367836318,0.368896704,0.369030748,0.368342371,0.366672347,0.364290864,0.361332817,0.358045611,0.354455843,0.350408121,0.346307296,0.342481117,0.338655183,0.334762097,0.331391573,0.328635852,0.326280264,0.32456858,0.323086707,0.321707548,0.320559136,0.319437393,0.318286054,0.316750559,0.314664374,0.312003134,0.308425712,0.304306825,0.299545324,0.293945405,0.287890102,0.281785645,0.276006361,0.270294788,0.265012969,0.259957652,0.255081146,0.250688355,0.246738167,0.243080536
YC22:1002,LH74,-0.005927207,-0.004820278,-0.002873774,-2.23e-5,0.003565793,0.007441281,0.01080886,0.013106706,0.014293749,0.014717246,0.014557666,0.013932294,0.013074848,0.012020867,0.010697527,0.00922712,0.007730007,0.006276367,0.004834622,0.003333723,0.001978221,6.65e-4,-7.11e-4,-0.002083716,-0.003249205,-0.004420548,-0.005706968,-0.006675119,-0.007393401,-0.008019497,-0.008639106,-0.00905693,-0.008987091,-0.008691747,-0.007822613,-0.005927236,-0.002554862,0.002865305,0.009703685,0.017598166,0.026336703,0.035339016,0.044216111,0.052337594,0.059185151,0.065619519,0.072352818,0.079062409,0.0849832,0.08909889,0.091355021,0.091889332,0.090420471,0.08680396,0.081377239,0.075417777,0.069952589,0.065279738,0.061637298,0.059042528,0.057133588,0.05570795,0.054693874,0.053974786,0.053069765,0.052045417,0.050756841,0.049288433,0.048013044,0.047048096,0.046525846,0.04657478,0.047312813,0.04883326,0.051401331,0.055013321,0.059917307,0.066001791,0.073151812,0.081337391,0.090261463,0.099404304,0.108074282,0.115402004,0.121600837,0.127606847,0.134317244,0.142651796,0.153567199,0.16743588,0.184888326,0.206623758,0.231865378,0.258730592,0.285300306,0.309779113,0.330278514,0.345456975,0.35602266,0.36296176,0.367170489,0.369468831,0.370664275,0.370819,0.370142834,0.368449409,0.365970899,0.362931566,0.35950984,0.355835865,0.351636962,0.347420355,0.343448508,0.339430488,0.335335921,0.331884035,0.329037176,0.326625169,0.324865423,0.323335086,0.321870042,0.320724803,0.31962855,0.318549338,0.316937312,0.31476073,0.311951909,0.308274748,0.303963918,0.299004839,0.293167961,0.286922999,0.28062637,0.274569046,0.268574894,0.263155407,0.257884188,0.252770965,0.248258179,0.244153301,0.240552346
YC22:1003,MQ305,-0.008508148,-0.007270635,-0.005064136,-0.00202158,0.001823668,0.006010967,0.009610781,0.012034338,0.013301007,0.013708982,0.013576797,0.012886847,0.012008652,0.010893679,0.009547882,0.007998347,0.006436701,0.004930051,0.003453847,0.001945998,6.07e-4,-7.09e-4,-0.002125625,-0.003444258,-0.004577578,-0.00575481,-0.007045044,-0.007975417,-0.008711127,-0.009348467,-0.009948031,-0.01037908,-0.010367719,-0.010082284,-0.009236983,-0.007388778,-0.004022795,0.001320931,0.008157015,0.016058714,0.024700062,0.033537077,0.042215347,0.05033212,0.057549013,0.064400542,0.07130511,0.077941305,0.083759168,0.087806439,0.089854801,0.090048602,0.088341139,0.084853756,0.079855514,0.074457421,0.069400655,0.065027261,0.061516033,0.05903692,0.05724213,0.055863576,0.054895616,0.054187156,0.053276311,0.052226096,0.050874442,0.049315136,0.04792068,0.046867051,0.046293593,0.046319054,0.047031059,0.048607905,0.051251038,0.054977846,0.060031582,0.066347029,0.07381371,0.082329153,0.091555042,0.100904651,0.109709334,0.117149474,0.12342329,0.129280498,0.135784713,0.143944114,0.154923395,0.169319943,0.187382773,0.209677393,0.235355157,0.26276067,0.289917807,0.314903334,0.335663106,0.350904822,0.361455471,0.36832116,0.372459126,0.374766825,0.375903344,0.376076055,0.375479619,0.373709393,0.371290104,0.368358868,0.364985609,0.361286994,0.357149917,0.352975699,0.349029723,0.34503924,0.340998285,0.33759812,0.334877777,0.332508596,0.330793548,0.329363286,0.328062882,0.326967709,0.325832033,0.3247422,0.323177679,0.321050967,0.318299291,0.314589766,0.310238393,0.305195378,0.299305905,0.292964403,0.286519926,0.280390595,0.274276197,0.268698937,0.263343449,0.258127617,0.253437568,0.249156678,0.245182243
YC22:1004,BEI 10 = NORTH 10,-6.35e-4,4e-4,0.002242684,0.00495369,0.008340864,0.011996823,0.015160331,0.017269341,0.018280502,0.018570545,0.018342718,0.017689016,0.016769302,0.01569681,0.014380508,0.012904519,0.011399772,0.009974677,0.008563793,0.007098513,0.005810719,0.004531659,0.003200781,0.001946301,8.31e-4,-2.87e-4,-0.001520812,-0.00245598199999999,-0.003168277,-0.003770318,-0.004375895,-0.004804152,-0.004781512,-0.004515935,-0.003744878,-0.001970965,0.001191972,0.00622549,0.012668906,0.020088162,0.028252738,0.036605377,0.044787132,0.052373099,0.058934596,0.065097169,0.071374439,0.07751052,0.082918681,0.086677159,0.088709091,0.089018715,0.087550045,0.084337081,0.079580358,0.074384495,0.069582523,0.0653812,0.062045005,0.059714417,0.05795526,0.056613983,0.055686727,0.054998141,0.054109471,0.053150944,0.051903076,0.050468676,0.049223905,0.048319562,0.047801628,0.047881243,0.048604891,0.050071062,0.052569107,0.056109215,0.060817192,0.066665359,0.073572036,0.081439664,0.089972727,0.098630976,0.106808053,0.113731871,0.119516718,0.125016396,0.13116988500000001,0.139022888,0.149424739,0.162872777,0.179760129,0.200681931,0.224737764,0.250368989,0.275806961,0.299209875,0.318686186,0.333021499,0.34296899,0.349483312,0.353400852,0.355514938,0.356520582,0.356634702,0.355939389,0.35417467,0.351699661,0.348701629,0.345290348,0.341674803,0.337652895,0.333535363,0.329632705,0.325730085,0.321839493,0.318525062,0.315801795,0.31348718800000003,0.311792833,0.310345901,0.308953167,0.307868993,0.306763952,0.305644599,0.304097892,0.302041224,0.299383197,0.29585301,0.291764905,0.286963273,0.281327045,0.275424761,0.269327562,0.26353067,0.257856989,0.252641155,0.247628789,0.242760203,0.238370582,0.234468818,0.230868929
YC22:1005,PHW80,-0.001073121,2.04e-4,0.002322027,0.005360603,0.009090984,0.013118628,0.016614716,0.018957718,0.020192912,0.020638228,0.020530038,0.019907462,0.019002844,0.017929895,0.016604008,0.015108874,0.013595023,0.01215344,0.010693185,0.009164805,0.007849025,0.006544807,0.005147166,0.003791075,0.002659168,0.001504561,2.36e-4,-7.17e-4,-0.001486936,-0.00210838,-0.002710674,-0.003148549,-0.003135871,-0.002814746,-0.001961589,-1.29e-4,0.003194643,0.008540569,0.015408395,0.023366993,0.032184148,0.041210235,0.050015238,0.057993769,0.064623868,0.070826682,0.077317114,0.083824895,0.089626359,0.093741316,0.096121693,0.096732606,0.095369806,0.091891213,0.086593658,0.080780984,0.075467217,0.070935533,0.067425954,0.064925268,0.063115857,0.061762749,0.060801727,0.060083683,0.059184554,0.058139126,0.056873255,0.055429819,0.054176943,0.053253155,0.052755805,0.052814148,0.05354436,0.055046885,0.05761303,0.061199034,0.066023101,0.071995294,0.078994074,0.086906886,0.09551212,0.104293358,0.11260567,0.1196462,0.125606261,0.131375947,0.137770992,0.145758222,0.156245356,0.169599296,0.186412016,0.207423892,0.231728374,0.257650342,0.283415711,0.307204622,0.327220146,0.342110393,0.352500298,0.359395182,0.363595978,0.365910998,0.367126983,0.367314218,0.366744984,0.365023161,0.362492345,0.359350517,0.355802969,0.352046152,0.34793121,0.343792946,0.339917933,0.336014709,0.332118144,0.328810047,0.326150696,0.323901626,0.322342772,0.320996875,0.319691816,0.318684492,0.317665644,0.316579962,0.315043593,0.312990484,0.310351144,0.3067428,0.302534064,0.297759631,0.292089586,0.285975266,0.279814431,0.27391848,0.268082487,0.262702614,0.257609882,0.252661647,0.248257242,0.244239335,0.240611051
YC22:1006,N197,0.004775417,0.005983554,0.008082787,0.011113121,0.015046585,0.019216898,0.022839462,0.025239192,0.026531495,0.027018981,0.026849454,0.026236738,0.02534502,0.024237501,0.022890654,0.02130144,0.019721805,0.01816051,0.016608309,0.015044823,0.013632196,0.012219193,0.010743176,0.009260416,0.007979847,0.006723576,0.0053523,0.004324608,0.003523161,0.002820648,0.002160235,0.001683597,0.001691729,0.001958113,0.00281783,0.004737182,0.008267099,0.013961565,0.021255307,0.029588052,0.03873842,0.048029962,0.057138966,0.065543082,0.072741863,0.079500802,0.086435985,0.093226361,0.099193838,0.103294389,0.105462664,0.105776947,0.104123214,0.100489046,0.095143288,0.089332046,0.083958264,0.079336413,0.075654154,0.073023855,0.071110657,0.069692236,0.068687762,0.067964094,0.067036447,0.065986668,0.064620126,0.063049698,0.061665248,0.060629065,0.060043961,0.060079973,0.060794832,0.062392675,0.065073808,0.068812701,0.073908278,0.080236886,0.087664496,0.096081483,0.105223542,0.114504532,0.123271359,0.130630711,0.136842259,0.14276786,0.14933407,0.157457414,0.168145736,0.181850355,0.198978826,0.220137579,0.244317001,0.269939821,0.295111969,0.318130935,0.337245338,0.351404958,0.361162291,0.367598473,0.371460382,0.37356853,0.374699466,0.374916903,0.374398462,0.372832882,0.370570457,0.367802686,0.364666603,0.361234502,0.357411322,0.353549004,0.349912345,0.346173416,0.342383493,0.339147552,0.336521437,0.334291638,0.332621498,0.331259514,0.329914256,0.328855785,0.327813859,0.326756553,0.325302071,0.323309156,0.320760764,0.317292456,0.313256417,0.30858913,0.303034654,0.297188295,0.291213621,0.285509848,0.279858025,0.274664707,0.269684368,0.264802377,0.26050978,0.256626272,0.252957679
YC22:1007,W8304,0.04181601,0.043442295,0.046128502,0.049958382,0.054844559,0.060173546,0.064872503,0.068038584,0.069795653,0.070396877,0.070289545,0.069628389,0.068617866,0.067278594,0.065609431,0.063692649,0.061707055,0.059692518,0.057726742,0.055756677,0.0539342,0.052136945,0.050190856,0.048303133,0.046672391,0.045046796,0.043352546,0.042020099,0.040933236,0.040009244,0.039159749,0.038563708,0.038487954,0.038753946,0.039665731,0.041922734,0.046298836,0.053469847,0.062795416,0.073588884,0.085411681,0.097478903,0.109474232,0.120730011,0.13068281,0.140111318,0.149625323,0.158906065,0.166852306,0.172196118,0.174834929,0.174875438,0.172274658,0.167096439,0.159819171,0.152011563,0.144792497,0.13854814,0.133595334,0.130057947,0.127452163,0.125537214,0.124201933,0.123223497,0.122042452,0.1206611,0.11883733,0.116710919,0.114792113,0.113332393,0.112546639,0.112600529,0.113625088,0.115823584,0.119427425,0.124573364,0.131472404,0.140049666,0.150180016,0.16166546,0.174075169,0.186701027,0.1985002,0.208585482,0.217350296,0.225748077,0.234746393,0.246140088,0.261261988,0.28055704,0.304585961,0.334077386,0.367744101,0.403268056,0.437961132,0.469455568,0.495362184,0.51443265,0.52755418,0.536142345,0.541307229,0.544283805,0.54595243,0.546374911,0.545856095,0.544055614,0.541376352,0.538143751,0.534406763,0.530175716,0.525381036,0.520499624,0.515785242,0.510989625,0.506077006,0.501856132,0.498370985,0.495385535,0.493226375,0.491355794,0.489691838,0.488274461,0.486944577,0.485621752,0.483801666,0.481253297,0.477864954,0.47331413,0.467899818,0.461588178,0.454219849,0.44629324,0.438203099,0.430425284,0.42274684,0.415700247,0.408774817,0.402125904,0.396011617,0.39060081,0.385740473
YC22:1008,CI 40H,0.001540676,0.00304428,0.005441355,0.008892414,0.013119621,0.017636156,0.021455374,0.024037789,0.0253912,0.025795702,0.02562782,0.024973941,0.024042983,0.022906582,0.021524329,0.01992459,0.018281174,0.01662563,0.015012575,0.013420906,0.01194754,0.010452334,0.008942679,0.007412488,0.006085724,0.004719621,0.003313277,0.002280585,0.001407206,6.75e-4,1.89e-6,-4.2e-4,-3.85e-4,-4.43e-5,8.92e-4,0.002976502,0.006744738,0.012768446,0.020415199,0.029097585,0.038559454,0.048051938,0.057272142,0.065870882,0.073393879,0.080513019,0.0876592,0.094541198,0.100477408,0.104469002,0.106427702,0.106522709,0.10467445,0.101012889,0.095734571,0.090029054,0.084734513,0.080158,0.076489495,0.073834814,0.071887629,0.070422066,0.069401796,0.068679541,0.067828856,0.066841095,0.065522143,0.063930814,0.062564475,0.061528770000000003,0.060947575,0.061043789,0.061905435,0.063636764,0.066483577,0.070410585,0.075717631,0.082286792,0.089992706,0.098796982,0.108325256,0.118036454,0.127143945,0.134827282,0.141268431,0.147382554,0.154282437,0.162889765,0.174300699,0.189133637,0.207643144,0.23028607,0.256067367,0.283371836,0.310228692,0.334763689,0.355106543,0.369993425,0.380240253,0.386885916,0.39083506,0.393025348,0.394143528,0.394232026,0.39354859,0.391857915,0.389495337,0.386605013,0.383313355,0.379655301,0.375561466,0.371369705,0.367343586,0.363308114,0.359206503,0.355638255,0.352670114,0.350117938,0.348236984,0.346637538,0.345104054,0.343812826,0.342586545,0.341362628,0.339795089,0.337600612,0.334825894,0.331098175,0.326724091,0.321635912,0.315706435,0.309428012,0.302948953,0.296849187,0.290869286,0.285443561,0.28011429,0.274932468,0.270257747,0.266121206,0.262211264
YC22:1009,Ny821,0.015241663,0.016083634,0.017881397,0.02045415,0.023775938,0.027389593,0.030532351,0.032601463,0.033642491,0.033881028,0.033637383,0.032868116,0.031909494,0.030735195,0.029306764,0.027726596,0.026057123,0.024455963,0.022847961,0.021209318,0.019751662,0.018297087,0.01670797,0.015205892,0.013941152,0.012631944,0.011235579,0.010145774,0.009296494,0.008559259,0.007878257,0.007370348,0.007317555,0.007544011,0.008327281,0.010070596,0.01339411,0.018883561,0.025963911,0.034125034,0.043077675,0.052221162,0.061230483,0.069510278,0.076562499,0.083210053,0.090064101,0.096821193,0.102707075,0.106762268,0.108931782,0.109305062,0.107632291,0.103914584,0.098431683,0.09246615,0.086983588,0.08229115,0.078627685,0.076021064,0.074130913,0.07272978,0.071753558,0.071014074,0.070097461,0.069111153,0.067809312,0.06633451,0.06502142,0.064046538,0.063513013,0.063581467,0.064375667,0.065973994,0.068660461,0.0724166,0.077455948,0.083715603,0.091010555,0.099264986,0.108214202,0.117374376,0.125989544,0.13327543,0.139529878,0.145598959,0.152254156,0.160602854,0.171550329,0.185416238,0.202700104,0.22408276,0.248539727,0.274277904,0.299548061,0.32271651,0.341971816,0.3561821,0.366099801,0.372543783,0.376466294,0.378620586,0.37970256,0.379866477,0.379320292,0.37772891199999997,0.375392934,0.372566741,0.369311325,0.365831202,0.36189793,0.357894833,0.354152971,0.350393587,0.346562184,0.343262119,0.340588204,0.338238572,0.336543174,0.335122976,0.333756555,0.332622417,0.331481985,0.330421581,0.328924888,0.326875034,0.324233184,0.320733959,0.316644492,0.311932617,0.306339266,0.300379426,0.294287324,0.288451841,0.282718952,0.277512176,0.272479063,0.267527293,0.263090103,0.259205396,0.255639071
